Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,L2 silhouette,H1 silhouette
1999,2,NYJ,BUF,3,0.288829636984975,0.12597134595857,0.585199017056455,3,0.291017776496415,0.125703533401133,0.583278690102452,0.26969816998872,0.264609957938993
1999,2,OAK,MIN,2,0.185575866097898,0.510494443041016,0.303929690861085,2,0.18597723856728,0.50826868238633,0.30575407904639,0.0647634685201674,0.0557430734616731
1999,2,PIT,BAL,3,0.200569611906837,0.184785721873833,0.61464466621933,3,0.200835353476432,0.183612645471212,0.615552001052356,0.55742392309055,0.556717039126912
1999,2,SD,CIN,1,0.603273508485918,0.106642665520067,0.290083825994015,1,0.599226160955351,0.107534233517987,0.293239605526662,0.458168569133353,0.45334911445079
1999,2,SEA,CHI,2,0.212210968597538,0.535107254972646,0.252681776429817,2,0.213477436639696,0.532675298558476,0.253847264801828,0.541131260847889,0.538767460050516
1999,2,TB,PHI,3,0.422707206706353,0.113557449775104,0.463735343518543,3,0.425613589479323,0.113143697365729,0.461242713154949,-0.110117554931302,-0.118766133105124
1999,2,WAS,NYG,1,0.615648485247709,0.129230127205255,0.255121387547036,1,0.615899954721128,0.128821943910887,0.255278101367985,0.577229914723271,0.576863471108571
1999,3,ATL,STL,1,0.524018910449953,0.173086716179462,0.302894373370585,1,0.524733697678055,0.17225043384541,0.303015868476535,0.451274182887727,0.451500247607991
1999,3,CHI,OAK,3,0.215310073905456,0.381265908501602,0.403424017592942,3,0.215420484565138,0.379794065968255,0.404785449466608,0.293227934955929,0.298121834418423
1999,3,CIN,CAR,1,0.691081366812292,0.0951953108333061,0.213723322354402,1,0.693178820479103,0.0942001885797642,0.212620990941132,0.606031307139091,0.606827733538184
1999,3,CLE,BAL,1,0.713467270631103,0.0730414857576461,0.213491243611251,1,0.713465378980391,0.0728996648237559,0.213634956195853,0.540305713955546,0.541267950307872
1999,3,DEN,TB,3,0.207704020344784,0.124715046034076,0.66758093362114,3,0.209301491963491,0.124471347753683,0.666227160282825,0.450704274985573,0.446548162001873
1999,3,DET,KC,1,0.70964610542801,0.0730164638817052,0.217337430690285,1,0.709351941466959,0.0729385404278275,0.217709518105214,0.539738816738372,0.540243767587149
1999,3,IND,SD,2,0.160701039131449,0.635295126289368,0.204003834579183,2,0.158965657728528,0.638657200425033,0.202377141846439,0.575733480564052,0.576454173872816
1999,3,MIN,GB,2,0.122292034173535,0.688670743736148,0.189037222090317,2,0.115151554638897,0.708445324266363,0.17640312109474,0.328268752567559,0.347723189645458
1999,3,NYG,NE,3,0.224145978448499,0.276017909563075,0.499836111988425,3,0.224076685655338,0.271811452029381,0.504111862315281,0.509015749195554,0.518199186510588
1999,3,PHI,BUF,1,0.639996692164552,0.121591037249491,0.238412270585957,1,0.641361043281095,0.120756377728668,0.237882578990237,0.624060892416079,0.6244022036162
1999,3,SEA,PIT,1,0.528162237431823,0.177252402232623,0.294585360335554,1,0.529180473494141,0.176304925098315,0.294514601407544,0.488241090482559,0.488902125378084
1999,3,SF,ARI,1,0.57005622315912,0.114911339899134,0.315032436941746,1,0.571219251720387,0.114206126311778,0.314574621967835,0.404031725101776,0.406312011990886
1999,3,TEN,JAX,2,0.167534208783493,0.621787401083678,0.21067839013283,2,0.167512840837949,0.621719909516999,0.210767249645052,0.571058228029546,0.571703174327965
1999,3,WAS,NYJ,2,0.127699522520154,0.701493204300297,0.170807273179549,2,0.125467540200731,0.706171084075351,0.168361375723918,0.527034348839347,0.526709601143471
1999,4,ARI,DAL,1,0.537068800112014,0.170624659122716,0.29230654076527,1,0.538117355142662,0.169660430504735,0.292222214352603,0.497342786672391,0.497949269349639
1999,4,BAL,ATL,2,0.0893885778828266,0.780847635120967,0.129763786996206,2,0.086450075006681,0.788280862108993,0.125269062884326,0.444948428408838,0.44954191545983
1999,4,BUF,MIA,3,0.210806827765184,0.244444108693318,0.544749063541499,3,0.210765486168971,0.242516207299524,0.546718306531505,0.557339406810563,0.557902620122291
1999,4,CAR,WAS,2,0.194523698041982,0.531614979304301,0.273861322653717,2,0.193125795121627,0.534890038767768,0.271984166110605,0.22509916021665,0.229793974383425
1999,4,JAX,PIT,3,0.274508625213743,0.110103711853042,0.615387662933215,3,0.278511059955188,0.110853056080434,0.610635883964378,0.268816172207055,0.26109984504614
1999,4,KC,SD,2,0.21505977263659,0.445673203617145,0.339267023746265,2,0.214383363428097,0.446773331912108,0.338843304659795,-0.0424680645254556,-0.0438029824564752
1999,4,NE,CLE,3,0.228164052170844,0.290496867900145,0.481339079929011,3,0.227947397303884,0.287545219641234,0.484507383054882,0.472824724294574,0.480686335729932
1999,4,NO,CHI,2,0.231226226883359,0.50171550012409,0.267058272992551,2,0.23383530394827,0.497012070671518,0.269152625380212,0.496066014435299,0.488818383888131
1999,4,NYJ,DEN,2,0.128909988017569,0.70049952794978,0.17059048403265,2,0.127271790261013,0.703786857876205,0.168941351862782,0.562721573649005,0.561735952216841
1999,4,OAK,SEA,2,0.139046476713432,0.67850062760162,0.182452895684948,2,0.139184233121593,0.678215285208411,0.182600481669997,0.573512278875129,0.574804253025601
1999,4,PHI,NYG,3,0.216210614049746,0.379656551070174,0.40413283488008,3,0.216915234072356,0.374604223453959,0.408480542473685,0.296652643129273,0.309677380536569
1999,4,STL,CIN,1,0.623756267056325,0.110024749770435,0.26621898317324,1,0.626654803698875,0.108760942824148,0.264584253476977,0.507696976574968,0.510624361330521
1999,4,TB,MIN,1,0.563641401498373,0.153128464027307,0.283230134474321,1,0.560808091289314,0.153937346081207,0.285254562629479,0.519895660859204,0.51421868455777
1999,4,TEN,SF,3,0.213700736813829,0.349308516943803,0.436990746242368,3,0.213838442817185,0.347531542054933,0.438630015127882,0.373580263594099,0.379300802691577
1999,5,ATL,NO,2,0.0766230333624888,0.814679884328276,0.108697082309235,2,0.0778836683285951,0.811239674961295,0.11087665671011,0.496044822538019,0.491600549169148
1999,5,BAL,TEN,3,0.213184143372039,0.175945580189785,0.610870276438176,3,0.213463121458757,0.174313389347839,0.612223489193404,0.521015470182328,0.51928564479065
1999,5,CHI,MIN,3,0.208049620506564,0.190846754999559,0.601103624493876,3,0.207375096309838,0.188669916134391,0.603954987555771,0.539594912605283,0.540487511992478
1999,5,CIN,CLE,2,0.213973983620929,0.532539250724574,0.253486765654496,2,0.216578274204926,0.527659734888537,0.255761990906537,0.53517643034821,0.529607102104377
1999,5,DAL,PHI,2,0.223379236220985,0.514915725526539,0.261705038252476,2,0.223047531922457,0.515351626210532,0.261600841867012,0.519596399023792,0.520019558269716
1999,5,DEN,OAK,3,0.218551354250249,0.327450762127878,0.453997883621873,3,0.218632398950754,0.328641477602879,0.452726123446368,0.417326709889934,0.415867513751189
1999,5,JAX,NYJ,1,0.495747198694506,0.112339915585047,0.391912885720446,1,0.498014939580018,0.112262159364697,0.389722901055284,0.266566426871618,0.273297565241621
1999,5,MIA,IND,2,0.219296741235006,0.523322311764104,0.257380947000889,2,0.220095924519078,0.521723571132083,0.258180504348838,0.521001893891558,0.51926110977333
1999,5,NE,KC,3,0.221080346002062,0.2786021278086,0.500317526189337,3,0.22348159988728,0.304935987833855,0.471582412278866,0.499856216321012,0.446622292677641
1999,5,NYG,ARI,1,0.862184263202041,0.0390003926160279,0.0988153441819309,1,0.861669918949583,0.0390456578439243,0.0992844232064924,0.643408724487962,0.643512133072315
1999,5,PIT,BUF,3,0.305737227661451,0.108809246385815,0.585453525952734,3,0.305172137684256,0.108730999785664,0.58609686253008,0.154314447792818,0.153905762803773
1999,5,SD,DET,2,0.181070049000532,0.516339417599451,0.302590533400017,2,0.182688629853689,0.510532924357146,0.306778445789166,0.0742943180852636,0.0580566486214727
1999,5,SF,STL,1,0.62943831699127,0.123388155472184,0.247173527536545,1,0.631306665208005,0.122325688401511,0.246367646390484,0.595873442094503,0.596909865800944
1999,5,TB,GB,2,0.227426796661483,0.391389260115219,0.381183943223298,2,0.22540745557108,0.402976002037052,0.371616542391868,-0.229835678878393,-0.199994304402828
1999,6,CAR,SF,3,0.254533389504252,0.176278413871317,0.569188196624431,3,0.254748555264888,0.179561188342355,0.565690256392756,0.411771853428317,0.411559619167059
1999,6,CLE,JAX,3,0.220843250261268,0.255823957297986,0.523332792440746,3,0.220260069409629,0.252426187625277,0.527313742965094,0.512479681173761,0.515858975319466
1999,6,DAL,NYG,2,0.191600763494365,0.461308162616867,0.347091073888768,2,0.192230658796234,0.458770018500871,0.348999322702895,-0.111253068591848,-0.119385104003602
1999,6,GB,DEN,1,0.460429901593384,0.112745310013187,0.426824788393429,1,0.461382833224958,0.112273352379023,0.426343814396019,0.195525860326514,0.198914760978696
1999,6,IND,NYJ,2,0.168023721900536,0.619331016885163,0.2126452612143,2,0.166536964730145,0.622106003581062,0.211357031688793,0.581264874171977,0.581499288210111
1999,6,MIA,NE,2,0.245645999031962,0.475658920528463,0.278695080439576,2,0.245401466773111,0.475900959909365,0.278697573317524,0.454914534915564,0.454898696590667
1999,6,MIN,DET,3,0.335588239086935,0.23392411754609,0.430487643366976,3,0.333322889711774,0.236772196896064,0.429904913392162,0.148759735142818,0.154508920632835
1999,6,OAK,BUF,1,0.469612527805531,0.111747737498906,0.418639734695563,1,0.471628170045584,0.111213733685286,0.41715809626913,0.214531777065458,0.221013127408971
1999,6,PHI,CHI,3,0.27621562230354,0.116096127892986,0.607688249803474,3,0.274693432965218,0.115750769651667,0.609555797383115,0.252616117965908,0.252784400126797
1999,6,PIT,CIN,1,0.521720130504785,0.105686835095276,0.372593034399939,1,0.524918303573622,0.105225525760938,0.36985617066544,0.319600332972244,0.32687098324574
1999,6,SEA,SD,2,0.107029611023377,0.740264345706816,0.152706043269807,2,0.108107026077322,0.737147019273583,0.154745954649095,0.439519490824569,0.435024439871537
1999,6,STL,ATL,1,0.691708208969379,0.0976263682895379,0.210665422741083,1,0.69154976116646,0.0974657528382712,0.210984485995269,0.625683553452079,0.62529562475436
1999,6,TEN,NO,2,0.132819809791561,0.692495954051121,0.174684236157318,2,0.131512027328364,0.695077445944161,0.173410526727475,0.575090703617742,0.574319963448109
1999,6,WAS,ARI,3,0.238755388116132,0.204459430946131,0.556785180937737,3,0.237719318924051,0.201970181636528,0.560310499439421,0.469514211187211,0.471990130269897
1999,7,ATL,PIT,1,0.64486209750209,0.088841299182358,0.266296603315552,1,0.636745590957407,0.0907666267452755,0.272487782297317,0.472734358532333,0.46560217294822
1999,7,BUF,SEA,1,0.600213845920037,0.138273652486991,0.261512501592971,1,0.599297992184,0.138331402568874,0.262370605247126,0.58007747972414,0.577857524732536
1999,7,CHI,TB,3,0.217039308758027,0.105506667518939,0.677454023723035,3,0.219859377468592,0.106292121097036,0.673848501434373,0.381739710604173,0.377068758817489
1999,7,CIN,IND,1,0.604884397618385,0.137540298778842,0.257575303602772,1,0.606290554625823,0.136617397924557,0.25709204744962,0.593584974175755,0.594273784438093
1999,7,CLE,STL,1,0.584392822237847,0.144868873745119,0.270738304017034,1,0.583433002502437,0.144939833322388,0.271627164175175,0.554594062363382,0.552302245981043
1999,7,DEN,NE,3,0.253137378481086,0.150157593537541,0.596705027981373,3,0.253256703117772,0.150235074023035,0.596508222859193,0.363052366860656,0.363008970390313
1999,7,DET,CAR,3,0.213526385290646,0.129901701728046,0.656571912981307,3,0.212878025780796,0.129150402330838,0.657971571888366,0.425338579371978,0.426140733164192
1999,7,GB,SD,1,0.729013986432969,0.0762318084647053,0.194754205102326,1,0.725865775022075,0.0769143571945482,0.197219867783377,0.581830012204854,0.579798374634805
1999,7,KC,BAL,3,0.416274595481484,0.113800877525787,0.469924526992729,3,0.417508896085885,0.113600774681314,0.468890329232801,-0.0939327576573493,-0.0984045356394668
1999,7,NO,NYG,1,0.747145982274502,0.0736588106493143,0.179195207076183,1,0.748587986675873,0.0730801948603596,0.178331818463767,0.612060725197053,0.613108967333477
1999,7,NYJ,OAK,2,0.231382016479286,0.501667395717304,0.26695058780341,2,0.231516512937286,0.501251042878418,0.267232444184296,0.494821646596075,0.494110948892118
1999,7,PHI,MIA,1,0.489744785101195,0.129820090983534,0.380435123915271,1,0.484312827761415,0.131035545708756,0.384651626529829,0.261958022971772,0.252849448586087
1999,7,SF,MIN,1,0.595223959634799,0.0988757981116802,0.305900242253521,1,0.594334100716993,0.0989807305895091,0.306685168693497,0.417320612087877,0.417281075934265
1999,7,WAS,DAL,1,0.605786983610704,0.107944424543919,0.286268591845376,1,0.607680610950149,0.107046076849506,0.285273312200345,0.462076320319361,0.464695184264659
1999,8,BUF,BAL,2,0.233619937679363,0.496127836566435,0.270252225754202,2,0.232869902321504,0.497257982029104,0.269872115649392,0.492332656364323,0.493725226922392
1999,8,CAR,ATL,1,0.693663664412029,0.0762607311036881,0.230075604484283,1,0.693339111504715,0.0762645897170209,0.230396298778264,0.524659286312938,0.525912259620439
1999,8,CHI,WAS,1,0.534265038468772,0.174472139240207,0.291262822291021,1,0.534602442887831,0.173930448895125,0.291467108217045,0.501139590659441,0.500621767435487
1999,8,CLE,NO,2,0.0947091463555118,0.775574018022188,0.129716835622301,2,0.0972024282267879,0.770014740556133,0.132782831217079,0.534819638020847,0.537169530761781
1999,8,DAL,IND,2,0.163365443847028,0.617463425077305,0.219171131075667,2,0.161675358787043,0.620557302903705,0.217767338309252,0.45496916201324,0.453950334479651
1999,8,JAX,CIN,1,0.560137017772757,0.158479468654396,0.281383513572848,1,0.559701109846042,0.15832766930204,0.281971220851917,0.529528264233003,0.5278502904876
1999,8,MIA,OAK,3,0.203820809081474,0.200493098292631,0.595686092625895,3,0.203548042174409,0.197335672702416,0.599116285123175,0.556635773594773,0.556676419269224
1999,8,MIN,DEN,2,0.136332828136919,0.668642939266838,0.195024232596244,2,0.135771554687446,0.669758956386686,0.194469488925868,0.410408643056975,0.409978797121216
1999,8,NE,ARI,1,0.682573963162053,0.102419436443521,0.215006600394427,1,0.682723895626818,0.102144556972432,0.215131547400749,0.633211938413104,0.632998465786884
1999,8,NYG,PHI,2,0.204296314521359,0.549110399937919,0.246593285540723,2,0.203349250065373,0.550705027732584,0.245945722202043,0.543174758224772,0.544437903083576
1999,8,SD,KC,1,0.630782387340173,0.126863707347194,0.242353905312634,1,0.631759630390972,0.126218100920523,0.242022268688506,0.625282809885838,0.625404880218332
1999,8,SEA,GB,1,0.51397267774514,0.105096143839688,0.380931178415172,1,0.514179896947677,0.104740840168759,0.381079262883564,0.302304318612928,0.30353578813761
1999,8,STL,TEN,1,0.571417618806142,0.141690300462052,0.286892080731806,1,0.55250921336796,0.149280512998311,0.298210273633728,0.493150534487756,0.465440882020739
1999,8,TB,DET,1,0.508828850717623,0.110768560452335,0.380402588830042,1,0.511245310171477,0.110236785073308,0.378517904755215,0.299571144820547,0.305344540657481
1999,9,ARI,NYJ,2,0.17315101883792,0.554008054218584,0.272840926943496,2,0.174470806078469,0.549301348638504,0.276227845283028,0.142557743407723,0.131752688611798
1999,9,BAL,CLE,1,0.717548417898523,0.0749408479565625,0.207510734144914,1,0.719660813609414,0.074307561761272,0.206031624629313,0.566590018935101,0.568797217094722
1999,9,BUF,WAS,3,0.286494643381173,0.15427509313751,0.559230263481317,3,0.285736907800103,0.152813452775689,0.561449639424208,0.307099104559659,0.308146139891733
1999,9,CHI,GB,2,0.0655142419067656,0.842028559822107,0.0924571982711272,2,0.0704324882252463,0.831364958687124,0.0982025530876296,0.499441224430057,0.51249743405013
1999,9,CIN,SEA,1,0.620820074023468,0.129117367027603,0.250062558948929,1,0.622763479301719,0.12802229325722,0.249214227441061,0.601464541211308,0.60279461548018
1999,9,DAL,MIN,2,0.118755218709507,0.711310595434179,0.169934185856314,2,0.11845385704282,0.711289140699242,0.170257002257938,0.42249079825595,0.418384391601309
1999,9,DEN,SD,3,0.35976639981571,0.112860618607414,0.527372981576876,3,0.363247177465618,0.112624919542419,0.524127902991962,0.0460670818695418,0.0361545679998474
1999,9,JAX,ATL,1,0.745048241213811,0.0761083850010685,0.17884337378512,1,0.746000183601699,0.0756586348836775,0.178341181514623,0.624100469491805,0.624825503419788
1999,9,KC,IND,3,0.216172485469547,0.345959210352686,0.437868304177767,3,0.217104895184964,0.34086420835877,0.442030896456266,0.381975387912737,0.393039116242004
1999,9,PHI,CAR,1,0.637487649545677,0.122320150941269,0.240192199513053,1,0.636288391716452,0.12250630255931,0.241205305724238,0.615504679460997,0.613281369240435
1999,9,PIT,SF,1,0.806164033402331,0.0569164124487655,0.136919554148903,1,0.807079037727511,0.0564982926675296,0.136422669604959,0.650558291764359,0.650768363231812
1999,9,STL,DET,3,0.213379073692617,0.237083658975641,0.549537267331742,3,0.216793839809852,0.249754189935444,0.533451970254704,0.530962820570748,0.521846797909443
1999,9,TB,NO,1,0.571300011130822,0.105321101287467,0.32337888758171,1,0.57419086632921,0.104417898575645,0.321391235095145,0.40246292639703,0.407419450029045
1999,9,TEN,MIA,1,0.802858586676396,0.0565923220844091,0.140549091239195,1,0.803632486749248,0.0562741571246661,0.140093356126086,0.634921138366926,0.635644549941103
1999,10,BAL,JAX,3,0.21848276672681,0.277349219172212,0.504168014100978,3,0.218673270695677,0.274399329470701,0.506927399833623,0.515879402766779,0.521581004906081
1999,10,CAR,STL,1,0.724772789507947,0.0858938252640642,0.189333385227989,1,0.724636504200406,0.0856930475480678,0.189670448251526,0.644137486497906,0.643178600281498
1999,10,CLE,PIT,2,0.188290652127455,0.581487014564493,0.230222333308052,2,0.186801508710438,0.584206707804068,0.228991783485493,0.546355581236422,0.548192362219612
1999,10,DEN,SEA,3,0.256633087836521,0.370661818487889,0.37270509367559,3,0.256137964152704,0.369307465669347,0.374554570177949,0.206803261046738,0.213940523199945
1999,10,DET,ARI,3,0.241873432463881,0.120816202577136,0.637310364958983,3,0.24133921289005,0.121472357525431,0.637188429584519,0.335647125582956,0.337542589012657
1999,10,GB,DAL,1,0.640672175548094,0.0960274556875123,0.263300368764394,1,0.635535628828601,0.0970614833645038,0.267402887806895,0.490182161895899,0.485008599624536
1999,10,IND,NYG,3,0.190921029846226,0.129591334423762,0.679487635730012,3,0.189671092488218,0.12772601928213,0.682602888229652,0.497802071171287,0.497893306736641
1999,10,KC,TB,3,0.242233298147382,0.115590607008148,0.64217609484447,3,0.243456481983926,0.115244767118981,0.641298750897093,0.363057399554313,0.359462294797452
1999,10,MIA,BUF,1,0.616938678712509,0.131549693142221,0.251511628145269,1,0.61794147768227,0.130800730847665,0.251257791470065,0.604134267195881,0.60409675966213
1999,10,MIN,CHI,2,0.147263852304897,0.618056909679105,0.234679238015998,2,0.14415094032674,0.627216234997556,0.228632824675704,0.250948632596887,0.262054005438851
1999,10,NYJ,NE,3,0.356726616815898,0.134712081543031,0.508561301641071,3,0.356620847522466,0.134213635842001,0.509165516635533,0.0919299157973293,0.0904573759725196
1999,10,SD,OAK,1,0.65682312370865,0.114383320916284,0.228793555375066,1,0.657332149852497,0.113954144673699,0.228713705473804,0.636660543505521,0.636494596757827
1999,10,SF,NO,1,0.783749024679489,0.0575453420289337,0.158705633291577,1,0.784448521726361,0.0573296056794644,0.158221872594174,0.593547245947883,0.595517271693725
1999,10,TEN,CIN,1,0.771069173872265,0.0640710768497064,0.164859749278029,1,0.770815073614594,0.0640282230840856,0.165156703301321,0.600429596000559,0.601010351989329
1999,10,WAS,PHI,2,0.128315427342743,0.699414690226526,0.172269882430731,2,0.127306177815498,0.701397370255915,0.171296451928588,0.549761351435789,0.548961296869852
1999,11,ATL,TB,2,0.167319940658533,0.620948405957664,0.211731653383803,2,0.166386055955879,0.62268816920321,0.210925774840911,0.580687061464577,0.581308187673496
1999,11,BAL,CIN,2,0.169726956213486,0.606021126161473,0.224251917625041,2,0.168443333214754,0.608678399110088,0.222878267675158,0.446996228743042,0.449172793020765
1999,11,BUF,NYJ,1,0.789254949537802,0.0584541481960685,0.15229090226613,1,0.7895440095227,0.058316066879761,0.152139923597539,0.61434719510086,0.615723436139675
1999,11,CAR,CLE,1,0.599754960643086,0.103883225035308,0.296361814321605,1,0.602339964640743,0.102965723588202,0.294694311771055,0.448882039930953,0.452627028594871
1999,11,CHI,SD,2,0.19518742606226,0.519462759293764,0.285349814643976,2,0.194581370136719,0.519898224704126,0.285520405159155,0.185184126023726,0.181241019587694
1999,11,DAL,ARI,3,0.214594933248364,0.33720615034165,0.448198916409986,3,0.214270928488667,0.342284424625936,0.443444646885398,0.398932175855537,0.389808609022003
1999,11,DET,GB,3,0.216481796560828,0.359552727193337,0.423965476245836,3,0.216585814175145,0.357016933052271,0.426397252772584,0.338143015459859,0.346390559226981
1999,11,IND,PHI,1,0.532845003933494,0.171749536955249,0.295405459111258,1,0.53317354640178,0.171174907407972,0.295651546190248,0.479877379521886,0.479465236540617
1999,11,NE,MIA,3,0.189788429908354,0.144711360904893,0.665500209186753,3,0.190170704212439,0.143492100976532,0.666337194811029,0.540900702471672,0.539297381035742
1999,11,NO,JAX,3,0.431971667784862,0.121040562947174,0.446987769267965,3,0.432166161714975,0.120222025654358,0.447611812630667,-0.136469161297428,-0.138017802823724
1999,11,NYG,WAS,1,0.493054685778215,0.116769254817826,0.390176059403959,1,0.494368491235123,0.116226765663475,0.389404743101401,0.260166904941873,0.264387877434826
1999,11,OAK,DEN,2,0.239024388663617,0.418189138852649,0.342786472483734,2,0.237129742572661,0.425995175501262,0.336875081926077,-0.0826864279199011,-0.057136632641655
1999,11,PIT,TEN,3,0.445189305071523,0.10870688185508,0.446103813073397,1,0.448531571761134,0.108578315650418,0.442890112588448,-0.163490755665302,0.171926153090182
1999,11,SEA,KC,3,0.222580090550482,0.296572088839473,0.480847820610045,3,0.222491666698325,0.297079233535007,0.480429099766668,0.470634689859554,0.471099350673511
1999,11,STL,SF,3,0.274161703606348,0.128811454320583,0.597026842073068,3,0.273899029306278,0.12924399099901,0.596856979694712,0.285035506020777,0.28560978382102
1999,12,ARI,NYG,3,0.213560615086806,0.27107581254734,0.515363572365854,3,0.213556586822247,0.2694807792531,0.516962633924653,0.531961393703239,0.535703507295062
1999,12,ATL,CAR,1,0.453269067139784,0.108455532018792,0.438275400841424,1,0.450598577133441,0.107499714357207,0.441901708509352,0.181993258759671,0.178741379469465
1999,12,CHI,DET,1,0.601467576540713,0.111482998351855,0.287049425107432,1,0.603159551602563,0.110552843423184,0.286287604974253,0.460575453449443,0.462817667988524
1999,12,CIN,PIT,1,0.52043361310408,0.123593851601495,0.355972535294425,1,0.519391600330698,0.123578200420841,0.357030199248461,0.322217570865819,0.321617290490886
1999,12,GB,SF,3,0.330485434450096,0.121784748817506,0.547729816732398,3,0.333702666083561,0.121994091342623,0.544303242573816,0.163842867209212,0.155746504437244
1999,12,JAX,BAL,2,0.20790720446972,0.542397922789875,0.249694872740405,2,0.207731054302236,0.542582600800896,0.249686344896868,0.54297370424721,0.542964094144216
1999,12,KC,OAK,2,0.169303150637809,0.61872274841466,0.211974100947532,2,0.168040950471343,0.621124304063509,0.210834745465148,0.570098385541338,0.571307940921159
1999,12,MIA,DAL,3,0.194260741089941,0.125405974034468,0.680333284875591,3,0.191136125759434,0.122654541419042,0.686209332821524,0.49887403526126,0.49974189904499
1999,12,NE,BUF,1,0.551257071940455,0.106648231558533,0.342094696501012,1,0.553465182856472,0.106227478306439,0.34030733883709,0.375439754143962,0.380243424568497
1999,12,NO,STL,3,0.288953430550485,0.107146195974573,0.603900373474942,3,0.292382573161379,0.107465513514175,0.600151913324446,0.210494963796949,0.203276916672114
1999,12,NYJ,IND,3,0.15843362069487,0.101019326082525,0.740547053222605,3,0.160133111525267,0.101451678744312,0.738415209730421,0.512673087958729,0.510291921750052
1999,12,PHI,WAS,1,0.751043986108725,0.0720889973887531,0.176867016502522,1,0.75272562396214,0.0714091080689252,0.175865267968935,0.611308783767123,0.612460493639808
